Objekta nosaukums,ISIL kods,Adrese,LAT,LON,LKS-92 X,LKS-92 Y,Nozare/Objekta veids,Darbojās 2017.gadā,Bibliotēkas vadītājs/direktors,Reģistrācijas nr. LR Uzņēmumu reģistrā,Reģistrācijas datums LR Uzņēmumu reģistrā,Reģistrācijas nr. LR Kultūras ministrijas Bibliotēku reģistrā,Reģistrācijas datums LR Kultūras ministrijas Bibliotēku reģistrā,Juridiskais statuss,Akreditācijas apliecības nr.,Akreditācijas datums,Akreditācijas termiņš,Dibināšanas gads,Sākums,Darbība,Papildus informācija,Ēkas īpašuma forma,Ēkas uzcelšanas gads,Kultūras pieminekļa Valsts aizsardzības Nr.,Teritorijas kopējā platība (m2),Papildu informācija par infrastruktūru,Telpas pieejamas cilvēkiem ar kustību traucējumiem,Ir 3 fāzu elektrības pieslēgums,Telpu kopplatība (m2),Lietotāju vietu skaits bibliotēkā,Aktīvo lietotāju kopskaits 2017.gadā,Bērni un jaunieši līdz 18 gadiem,Pārējie,Fizisko apmeklējumu kopskaits,Fiziskais apmeklējums - Pieaugušie,Fiziskais apmeklējums - Bērni un jaunieši līdz 18 gadiem,Virtuālais apmeklējums,Sociālo tīklu apmeklējums,Izsniegumu kopskaits,No kopējā izsnieguma skaita - bērniem un jauniešiem līdz 18 gadiem,Elektroniski nosūtīto vienību kopskaits,Jaunieguvumu kopskaits,Izslēgto dokumentu kopskaits,Krājumu kopskaits 2017.gada beigās,Bezmaksas Wi-Fi,Integrētā bibliotēku informācijas sistēma,Cita integrētā bibliotēku informācijas sistēma,Datubāžu kopskaits,Printeru kopskaits,Skeneru kopskaits,Kopējamo iekārtu kopskaits,Multifunkcionālo iekārtu kopskaits,Pamatinformācija bibliotēkas vietnē pieejama,Vietnes automātiskās tulkošanas iespēja,Pašapkalpošanas grāmatu izsniegšanas/ nodošanas sistēma,Digitālo kolekciju skaits 2017.gada beigās,Izstāžu kopskaits 2017.gadā,Tematiskie pasākumi,Projektizstrāde,Izdevējdarbība,Zinātniskās pētniecības darbs
Jāzepa Mediņa Rīgas Mūzikas vidusskolas bibliotēka,LV-BIB-013569,"Stabu iela 10 k-4, Rīga, LV-1010",56.95829,24.12324,312750,507495,Bibliotēkas,Jā,Dace Morica,,,BLB1758,03.05.2005,Valsts iestāde,,,,1927,"Par bibliotēkas dibināšanas datumu uzskata mūzikas vidusskolas darbības sākumu ;1927.gada 15.oktobrī, kad uz 1924.gadā dibinātās mūzikas studijas pamata tika dibināta ;Latvijas Tautas konservatorija, ko 1929.gada septembrī pārdēvēja par Tautas ;konservatoriju, bet 1941.gada 16.maijā par Rīgas Valsts mūzikas vidusskolu. ;Jāzepa Mediņa(1877-1947) vārds Rīgas Mūzikas vidusskolai piešķirts 1947.gadā.;No 1991.gada līdz 2002.gada martam vidusskola darbojās kā koledža. ;Bibliotēkas krājums veidots no tautas konservatorijas pastāvēšanas pirmajām dienām.","Kā mūzikas vidusskolas struktūrvienība bibliotēka nodrošina mūzikas vidusskolas darbību:; Izglītības programmu apgūšanu un audzēkņu sagatavošanu studijām augstskolās, ;mūziķu  profesionālo izaugsmi un aktīvu koncertdarbību. Bibliotēka orientēta uz ;kvalitatīvu un mūsdienīgu informācijas pakalpojumu sniegšanu un izglītības; papildināšanas iespējām mūža garumā. Bibliotēka ir datorizēta un pieslēgta internetam.; Bezvadu internets pieejams kā pedagogiem, tā audzēkņiem.",,,,,,,,,,,,,0.00000000,0.00000000,,,,,0.00000000,,,0.00000000,0.00000000,66028.00000000,,,,,,,,,,,,,,,,,
Jāzepa Vītola Latvijas Mūzikas akadēmijas bibliotēka,LV-BIB-013407,"Krišjāņa Barona iela 1, Rīga, LV-1050",56.94967,24.11756,311790,507151,Bibliotēkas,Jā,Evita Stankeviča,,28.02.2006,BLB0248,24.11.2003,,13B,16.05.2017,16.05.2022,1920,,,Nošu nodaļa darba dienās strādā no 8:30-17:00,Valsts īpašums,1874,6514,4059.00000000,,,Jā,391.00000000,24,1298,39,1259.00000000,0.00000000,,,,,27670.00000000,60,,1651.00000000,410.00000000,216919.00000000,Jā,ALEPH,,5.00000000,5.00000000,2.00000000,2.00000000,2.00000000,Latviešu valoda;Angļu valoda,,,,8,,,,
Jēkabpils 2. vidusskolas bibliotēka,LV-BIB-012718,"Jaunā iela 44, Jēkabpils, LV-5201",56.49402,25.86026,262617,614528,Bibliotēkas,Jā,Marina Ļitvinova,,,BLB0200,15.11.2003,Pašvaldības iestāde,3093,07.05.2015,10.05.2021,1920,,,,Pašvaldības īpašums,1983,,,,,,196.00000000,20,650,570,80.00000000,21450.00000000,4550,16900,,,18125.00000000,15894,0,1045.00000000,0.00000000,33784.00000000,Jā,ALISE,,0.00000000,,,,2.00000000,Latviešu valoda,,,,21,10,,,
Jēkabpils 3. vidusskolas bibliotēka,LV-BIB-012719,"Slimnīcas iela 5, Jēkabpils, LV-5202",56.5065,25.8889,264053,616253,Bibliotēkas,Jā,Skaidrīte Krastiņa,1013900259,07.10.2007,BLB0201,15.11.2003,Pašvaldības iestāde,2827,17.02.2014,18.02.2020,1960,,Nodrošināt skolas izglītojošo darbību ar tai nepieciešamo informāciju un pilnveidot tās lietotāju attiecīgās informācijas ieguves pamatprasmes,,Pašvaldības īpašums,1960,,,,,,140.00000000,32,640,570,70.00000000,5673.00000000,2977,2696,,,30383.00000000,1913,,928.00000000,0.00000000,36375.00000000,,ALISE,,0.00000000,1.00000000,,,,,,,,35,5,,,
Jēkabpils Agrobiznesa koledžas Barkavas struktūrvienības bibliotēka,LV-BIB-013494,"Dzirnavu iela 1, Barkava, Barkavas pag., Madonas nov., LV-4834",56.72341,26.60623,289632,659474,Bibliotēkas,Jā,Maija Opincāne,2370,04.04.2013,BLB1863,08.05.2006,Valsts iestāde,,,,,,,,Valsts īpašums,1981,,,,Jā,,103.40000000,20,240,39,201.00000000,541.00000000,306,235,304,415,3513.00000000,571,,48.00000000,48.00000000,12108.00000000,,ALISE,,0.00000000,1.00000000,,,,,,,,13,3,,,
Jēkabpils Agrobiznesa koledžas bibliotēka,LV-BIB-013381,"Pasta iela 1, Jēkabpils, LV-5201",56.49616,25.86852,262868,615030,Bibliotēkas,Jā,Anita Baltgaile,,,BLB1882,05.08.2006,Valsts iestāde,790,22.09.2011,22.09.2016,1927,"Bibliotēkas darbības galvenais mērķis - nodrošināt koledžas izglītojošo darbību ar tai nepieciešamo informāciju un attīstīt tās lietotāju attiecīgās informācijas ieguves prasmes. Galvenā funkcionālā slodze un uzdevums - radīt apstākļus zināšanu iegūšanai, komplektējot krājumus , sniedzot uzziņu un informatīvos pakalpojumus, palīdzot orientēties dokumentu klāstā, apmācot tehnoloģiju izmantošanā. Modernas izglītības mērķis ir veidot cilvēku, kas pastāvīgi nodarbojas ar izglītošanos mūža garumā, bet bibliotēka ir viena no plānošanas, mācīšanas, virzīšanas un novērtēšanas sastāvdaļām inteliģenta cilvēka veidošanā. ",,"Pusdienu pārtraukums 12:00 - 12:30 (pirmdiena-ceturtdiena). ",Valsts īpašums,1810,6306,3201.00000000,,Jā,,109.00000000,14,512,147,365.00000000,1816.00000000,1472,344,,,6321.00000000,235,,108.00000000,0.00000000,18778.00000000,Jā,ALISE,,2.00000000,,,,1.00000000,Latviešu valoda,,,,12,1,,,
Jēkabpils Galvenā bibliotēka,LV-BIB-000351,"Rīgas iela 212, Jēkabpils, LV-5202",56.50688,25.86438,264055,614743,Bibliotēkas,Jā,Zinaīda Rabša,90010461212,29.01.2015,BLB1596,17.08.2004,Pašvaldības iestāde,23B,25.10.2016,25.10.2021,1924,"1924. gada 16. jūlijā uzsāk darbu Krustpils pilsētas valdes bibliotēka.; Ir pamats domāt, ka Krustpils pilsētas valdes bibliotēka likusi pamatus; Jēkabpils Galvenās bibliotēkas darbībai un attīstībai.","Iekļauties tālākā sabiedrības informatizācijas procesā, rūpēties par kultūras mantojuma ;saglabāšanu un nodrošināt mūžizglītības iespējas visiem sabiedrības locekļiem, neatkarīgi;no viņu finansiālajām iespējām, atšķirībām fiziskajā un izglītības jomā.","Lasītājus neapkalpo katra mēneša pēdējā dienā - spodrības dienā, ;jūlijā, augustā sestdienās;;Bērnu literatūras nodaļa lietotājus apkalpo darbadienās;no 10.00-18.00, sestdienās no 10.00-16.00",Pašvaldības īpašums,1958,,,,Jā,Jā,492.00000000,54,2253,862,1391.00000000,46965.00000000,37601,9364,32472,50350,45898.00000000,14774,141,2941.00000000,2115.00000000,57621.00000000,Jā,,,5.00000000,5.00000000,1.00000000,,2.00000000,Latviešu valoda,,,2,100,93,1,,
Jēkabpils novada Ābeļu bibliotēka,LV-BIB-000358,"Aldaunes iela 13, Brodi, Ābeļu pag., Jēkabpils nov., LV-5212",56.46995,25.87848,259969,615723,Bibliotēkas,Jā,Ineta Survillo,90010431400,28.08.2014,BLB1560,17.08.2004,Pašvaldības iestāde,296A,12.06.2014,12.06.2019,1951,1951.gads 14. janvāris. Kolhoza “Nākotne” bibliotēka.,"Bibliotēkas  darbība vērsta uz plānveidīgu, nepārtrauktu attīstību ar mērķi  veikt pasaules kultūras mantojuma – iespieddarbu, elektronisko izdevumu, rokrakstu un citu dokumentu uzkrāšanu, sistematizēšanu, kataloģizēšanu, bibliografēšanu un saglabāšanu, kā arī nodrošina tajā esošās informācijas publisku pieejamību un tās izmantošanu. Bibliotēka veic kultūras, informācijas, izglītības, sociālās un izklaidējošas funkcijas. Bibliotēka ir zināšanu ieguves, izklaides un atpūtas vieta pašvaldībā.;Bibliotēka šobrīd ir vienīgā vieta, kur jebkurš sabiedrības loceklis bez maksas var lasīt grāmatas, iepazīties ar jaunākajiem preses izdevumiem, sameklēt sev vajadzīgo informāciju internetā. Informācijas iegūšana ir galvenais, kas ir jānodrošina bibliotēkai, ko bibliotēka sekmīgi arī realizē.;",pusdienas pārtraukums: pirmdiena - trešdiena 12.00 - 12.30,Pašvaldības īpašums,1980,,827.00000000,,Jā,Jā,68.00000000,14,246,50,196.00000000,3019.00000000,2037,982,,,12616.00000000,906,,681.00000000,796.00000000,6508.00000000,Jā,ALISE,,2.00000000,1.00000000,,,,,,,,8,6,1,,
Jēkabpils novada Dignājas bibliotēka,LV-BIB-000359,"Kamenes, Vandāni, Dignājas pag., Jēkabpils nov., LV-5215",56.33253,26.15889,245185,633475,Bibliotēkas,Jā,Dace Grigorjeva,90010430496,10.12.2014,BLB1564,17.08.2004,Pašvaldības iestāde,298A,15.10.2014,15.10.2019,1949,"Pārbaudot Dignājas individuālās uzskaites grāmatas konstatēts, ka pirmais ieraksts ar minētu gadu un datumu ir izdarīts 1949.gada aprīlī inventāra grāmatā Nr. 1. Pamats- Jēkabpils zonālā valsts arhīva izziņa. ","Dignājas bibliotēka ir informācijas un izglītības centrs pagasta iedzīvotājiem, kurs dot iespēju piekļūt visai informācijai, kura atrodas bibliotēkā. Bibliotēkas pakalpojumi ir pieejami visiem apmeklētājiem. ",,Pašvaldības īpašums,1982,,,,Jā,Jā,64.00000000,11,181,54,127.00000000,1957.00000000,1212,745,,,4563.00000000,276,,401.00000000,368.00000000,4308.00000000,Jā,ALISE,,2.00000000,1.00000000,,,2.00000000,,,,,8,2,,,
Jēkabpils novada Dunavas bibliotēka,LV-BIB-000361,"Dunavas skola, Dunava, Dunavas pag., Jēkabpils nov., LV-5216",56.21106,26.20575,231761,636804,Bibliotēkas,Jā,Sandis Ruļuks,90010430509,08.12.2014,BLB1565,17.08.2004,Pašvaldības iestāde,99A,10.08.2012,10.08.2017,1948,"1948. gada 15. jūlijs - pirmais ieraksts Dunavas ciema padomes bibliotēkas inventāra grāmatā.;Pirmās ziņas par bibliotēku Dunavā ir saglabājušās jau no 1922. gada (Latvijas Bibliotēku padomes gadagrāmata : pirmais gads. - Rīga : Kultūras fonda izdevums, 1926. - 61.lpp.).","Nodrošināt lietotāju informacionālās, mūžizglītības, kultūras un saskarsmes vajadzības, izmantojot bibliotēkas krājumu, mūsdienīgas tehnoloģijas un informācijas resursus. Rūpēties par kultūras mantojuma saglabāšanu un attīstību.",,Pašvaldības īpašums,1988,,,,,,150.00000000,40,229,27,202.00000000,7605.00000000,3495,4110,,,9776.00000000,642,,622.00000000,867.00000000,7439.00000000,Jā,ALISE,,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,,,,,16,13,,,
Jēkabpils novada Kalna bibliotēka,LV-BIB-000364,"Atvari, Vidsala, Kalna pag., Jēkabpils nov., LV-5220",56.34108,25.85315,245585,614549,Bibliotēkas,Jā,Maruta Orbidāne,90010430513,10.12.2014,BLB1572,17.08.2004,Pašvaldības iestāde,102A,10.08.2012,10.08.2017,1946,"Bibliotēkas dibināšanas laiks ir 1946.gads (pirmais ieraksts inventāra grāmatā). Bet jau 1945.g. skolotājs Pēteris Lejnieks sāka vākt grāmatas kā dāvinājumus no iedzīvotājiem topošajai bibliotēkai. Viņš arī bija pirmais bibliotēkas vadītājs. Bibliotēka trīs reizes mainījusi savu atrašanās vietu. No 1954.g. tā atrodas savās pašreizējās telpās - vienā ēkā ar pagasta pārvaldi. Kopš bibliotēkas dibināšanas bibliotēkā strādājuši 6 bibliotēkas vadītāji. 2015.gadā notikusi bibliotēkas paplašināšanās – izremontēta un bibliotēkai piešķirta viena papildus telpa, kurā tagad izvietots bērnu grāmatu un novadpētniecības fonds.  2017.gadā vēlreiz notikusi bibliotēkas paplašināšanās - piešķirtaun izremontēta bijusī pasta telpa.; ;","Bibliotēkas darbības mērķis ir iekļauties tālākā sabiedrības informatizācijas procesā, rūpēties par kultūras mantojuma, it īpaši mūsu izcilā novadnieka rakstnieka Aleksandra Grīna piemiņas saglabāšanu un nodrošināt mūžizglītības iespējas visiem sabiedrības locekļiem, neatkarīgi no viņu finansiālajām iespējām, atšķirībām fiziskajā un izglītības jomā.;;;;;;","Pusdienlaiks no 12:00 - 12:30 ",Pašvaldības īpašums,1928,,,,,Jā,77.00000000,14,136,30,106.00000000,2365.00000000,1884,481,,,4154.00000000,415,11,448.00000000,579.00000000,5765.00000000,Jā,ALISE,,2.00000000,1.00000000,,,1.00000000,,,,,19,10,1,,
Jēkabpils novada Leimaņu bibliotēka,LV-BIB-000369,"Mežvijas, Mežgale, Leimaņu pag., Jēkabpils nov., LV-5223",56.2787,25.85546,238648,614879,Bibliotēkas,Jā,Līga Lācīte,90010430528,01.01.2015,BLB1577,17.08.2004,Pašvaldības iestāde,205A,10.08.2012,10.08.2017,1947,"1948.g. ( pēc inventāra grāmatas pirmā ieraksta).  Jēkabpils zonālā arhīva izziņā(Nr.9-3/L-1179-jur. 12.09.2007.)  varam  izlasīt , ka Jēkabpils apriņķa DDP izpildu komitejas kultūras un izglītības darba nodaļas bibliotēku atskaitēs par 1947. gadu ir atrodama arī Biržu pagasta Leimaņu ciema bibliotēkas atskaite.","Leimaņu pagasta bibliotēka ir kultūras un informācijas centrs pagasta iedzīvotājiem. Bibliotēkas mērķis – sniegt ikvienam bibliotēkas lietotājam kvalitatīvus bibliotekāros un informatīvos pakalpojumus, veicināt viņu izglītības iespējas un saturīgu brīvā laika izmantošanu.;;;;;",Trešdienās Leimaņos: 9:00 - 15:00,Pašvaldības īpašums,1977,,617.00000000,Leimaņu Tautas namā atrodas Jēkabpils novada Leimaņu bibliotēkas ārējās apkalpošanas punkts,Jā,Jā,156.00000000,15,142,33,109.00000000,3139.00000000,2747,392,,,5302.00000000,405,,556.00000000,253.00000000,8532.00000000,Jā,ALISE,,2.00000000,,,,3.00000000,,,,,20,7,,,
Jēkabpils novada Liepu bibliotēka,LV-BIB-000383,"Liepas 5-2, Liepas, Zasas pag., Jēkabpils nov., LV-5221",56.25325,26.02152,236105,625242,Bibliotēkas,Jā,Ināra Valaine,90010433986,10.12.2014,BLB1594,18.08.2004,Pašvaldības iestāde,315A,12.06.2014,12.06.2019,1970,"Jēkabpils zonālajā valsts arhīvā nav ziņu par bibliotēkas dibināšanu, bet inventāra grāmatā pirmais ieraksts datēts 1970.gada 24.oktobrī","Būt par Jēkabpils novada vienuvienu no informācijas centriem, kas veicina pastāvīgu, nepārtrauktu izglītošanos ( visa vecuma iedzīvotājiem), apzināt un saglabāt kultūras mantojumu. Ar tehnoloģiju iespējām un fonda krājumu - veidot informācijas un kultūrvides telpu.",,Pašvaldības īpašums,1832,,,,,,67.00000000,17,63,7,56.00000000,1349.00000000,1282,67,,,2037.00000000,,,366.00000000,1303.00000000,3219.00000000,Jā,,,2.00000000,,,,2.00000000,,,,,8,2,,,
Jēkabpils novada Mežzemes bibliotēka,LV-BIB-000365,"Zītari, Dubulti, Kalna pag., Jēkabpils nov., LV-5220",56.30644,25.77058,241596,609545,Bibliotēkas,Jā,Gunta Jaunzeme,90010430532,10.12.2014,BLB1573,17.08.2004,Pašvaldības iestāde,301A,12.06.2014,12.06.2019,1961,"Saskaņā ar Jēkabpils zonālā Valsts arhīva izziņu. Bibliotēka dibināta 1961. gadā, Kalna ciema mājās ""Āriņi"".","Bibliotēkas darbības mērķis ir iekļauties tālākā sabiedrības informācijas procesā, rūpēties par kultūras mantojuma saglabāšanu un nodrošināt mūžizglītības iespējas visiem sabiedrības locekļiem, neatkarīgi no viņu finansiālajām iespējām, atšķirībām fiziskajā un izglītības jomā. ",Pusdienlaiks  12:00 - 12:30,Pašvaldības īpašums,1968,,,,,Jā,54.00000000,10,111,10,101.00000000,1081.00000000,1009,72,,,2962.00000000,164,,448.00000000,990.00000000,3555.00000000,Jā,ALISE,,2.00000000,1.00000000,,,1.00000000,,,,,31,5,,,
Jēkabpils novada Rubeņu bibliotēka,LV-BIB-000372,"Svīres, Rubeņi, Rubenes pag., Jēkabpils nov., LV-5229",56.12874,25.99469,222202,623981,Bibliotēkas,Jā,Agra Ozoliņa,90010433990,10.12.2014,BLB1580,17.08.2004,Pašvaldības iestāde,103A,07.06.2012,07.06.2017,1947,Rubeņu bibliotēka dibināta 01.01.1947.gadā un bez pārtraukumiem darbojas līdz pat šim laikam un joprojām atrodas tanī pat vietā un ēkā.,"Bibliotēka ir pašvaldības kultūras, izglītības un informācijas iestāde, kas apkalpo vietējā pagasta iedzīvotājus, nodrošina lietotājiem brīvu literatūras un informācijas saņemšanu, saskaņā ar apstiprinātajiem ""Bibliotēkas lietošanas noteikumiem"".",Pārtraukums no 12.00 - 12.30,Pašvaldības īpašums,1892,,4000.00000000,,Jā,Jā,71.00000000,11,187,43,144.00000000,1865.00000000,1529,336,,,5273.00000000,192,,560.00000000,579.00000000,5962.00000000,Jā,ALISE,,2.00000000,1.00000000,,,,,,,,11,9,,,
Jēkabpils novada Slates bibliotēka,LV-BIB-000373,"Slates pamatskola, Slate, Rubenes pag., Jēkabpils nov., LV-5229",56.20181,25.99908,230341,624018,Bibliotēkas,Jā,Līga Zālīte,90010434002,10.12.2014,BLB1581,17.08.2004,Pašvaldības iestāde,305A,12.06.2014,12.06.2019,1946,"Jēkabpils zonālajā Valsts arhīvā nav ziņu par bibliotēkas dibināšanu. 1946. gada 17. septembrī veikts pirmais ieraksts inventāra grāmatā, ko arī uzskata par bibliotēkas dibināšanas gadu.","Bibliotēka ir kā kultūras, izglītības un saskarsmes vieta visiem interesentiem.;Misija : Informēt, izglītot, izklaidēt.",pusdienlaiks 12:00-12:30,Pašvaldības īpašums,1882,,,,,Jā,96.00000000,10,81,5,76.00000000,1816.00000000,1759,57,,8900,2372.00000000,46,,419.00000000,1071.00000000,4565.00000000,Jā,,,2.00000000,,,,2.00000000,,,,,12,4,,,
Jēkabpils novada Tadenavas bibliotēka,LV-BIB-000360,"Līdumi 2, Dunavas pag., Jēkabpils nov., LV-5216",56.18204,26.11595,228357,631335,Bibliotēkas,Jā,Aina Timofejeva,90010431415,10.12.2014,BLB1566,04.04.2012,Pašvaldības iestāde,100A,10.08.2012,10.08.2017,1965,"Likvidējot Daugavpils rajona Līgo bibliotēku, grāmatu fondu pārveda uz Tadenavu. 1965. gada jūnijā Tadenavā J.Raiņa muzeja telpās tika atvērta bibliotēka. 1994.gadā bibliotēku pārvietoja uz dzīvojamo māju Līdumi-2.","Tadenavas bibliotēka ir maza lauku bibliotēka. Tā ir vieta, kur lauku cilvēkam rast garīgu mierinājumu grāmatās, ielūkoties preses izdevumos, padziļināt savas zināšanas un redzesloku. Tas ir kultūras centrs, vieta, kur meklēt informāciju internetā vai vienkārši garā veldzēties.",,Fizisko personu īpašums,1986,,109.00000000,,,,89.00000000,8,40,,40.00000000,644.00000000,644,,,,1192.00000000,,,191.00000000,232.00000000,3043.00000000,Jā,,,2.00000000,,,,2.00000000,,,,,7,2,,,
Jēkabpils novada Zasas  bibliotēka,LV-BIB-000384,"Zaļā iela, Zasa, Zasas pag., Jēkabpils nov.",56.29329,25.97979,240486,622529,Bibliotēkas,Jā,Inese Grauze,90000027860,27.02.1996,BLB1592,18.08.2004,Pašvaldības iestāde,314A,13.05.2014,20.06.2019,1946,1946.gada 1.jūlijs (arhīva izziņa),Bibliotēka ir informācijas un komunikācijas centrs.Tā piedāvā brīvu iespēju piekļūt vispusīgai informācijai,,Pašvaldības īpašums,1975,,,,Jā,,93.00000000,15,75,22,53.00000000,4200.00000000,3015,1185,600,,3210.00000000,149,,0.00000000,0.00000000,5448.00000000,,ALISE,,2.00000000,1.00000000,,1.00000000,,,,,,38,2,,,
Jēkabpils pamatskolas bibliotēka,LV-BIB-012715,"Rīgas iela 200A, Jēkabpils, LV-5202",56.50472,25.86564,263816,614827,Bibliotēkas,Jā,Inga Zvirbule,90010461049,30.01.2015,BLB0204,15.11.2003,Pašvaldības struktūrvienība,1012902246,22.09.2014,04.11.2020,2002,,,Katra mēneša pirmā trešdiena ir sanitārā diena.,Pašvaldības īpašums,1964,,2996.00000000,,,Jā,65.00000000,25,813,756,57.00000000,8591.00000000,1031,7560,,,9035.00000000,7010,,1415.00000000,412.00000000,17007.00000000,Jā,ALISE,,0.00000000,1.00000000,,,,Latviešu valoda,,,,10,6,,,
Jēkabpils pilsētas bibliotēka,LV-BIB-000353,"Vecpilsētas laukums 3, Jēkabpils, LV-5201",56.49765,25.86627,263031,614887,Bibliotēkas,Jā,Renāte Lenša,,,BLB1571,17.08.2004,Pašvaldības struktūrvienība,300A,07.10.2015,07.10.2020,1921,"Bibliotēka dibināta 1921. gadā, kā Jēkabmiesta Izglītības biedrības bibliotēka. 1947. gadā tiek izveidota bibliotēkas bērnu nodaļa.","Nodrošināt Jēkabpils pilsētas iedzīvotājiem universālu informācijas pakalpojumu, vienlīdzīgas iespējas piekļut informācijai, līdzvērīgu un kvalitatīvu piekļuvi informācijas resursiem, sniegt ieguldījumu informācijas un zināšanu sabiedrībā, veicināt iedzīvotāju izglītības un zināšanu atbilstību darba tirgum un veidojošās informācijas sabiedrības prasībām.",,Pašvaldības īpašums,1872,,1308.00000000,,,Jā,641.00000000,60,3602,1138,2464.00000000,47504.00000000,30152,17352,4395,4964,64458.00000000,19862,55,2434.00000000,4649.00000000,71092.00000000,Jā,ALISE,,5.00000000,3.00000000,4.00000000,1.00000000,6.00000000,Latviešu valoda,,,,99,64,1,,
Jēkabpils vakara vidusskolas bibliotēka,LV-BIB-013586,"Palejas iela 32, Jēkabpils, LV-5202",56.50554,25.86966,263914,615072,Bibliotēkas,,Anita Antonova,1014900264,25.11.2014,BLB2147,15.11.2003,Pašvaldības iestāde,3090,08.05.2015,07.05.2021,,,,Viena sestdiena mēnesī,Fizisko personu īpašums,,,1422.00000000,,Jā,,52.00000000,16,188,25,163.00000000,4936.00000000,4216,720,,,5245.00000000,275,,428.00000000,1402.00000000,16743.00000000,Jā,ALISE,,0.00000000,1.00000000,1.00000000,,,,,,,10,,,,
Jēkabpils Valsts ģimnāzijas bibliotēka,LV-BIB-012717,"Rūdolfa Blaumaņa iela 27, Jēkabpils, LV-5201",56.49938,25.85478,263204,614175,Bibliotēkas,Jā,Anita Grigaloviča,1019900257,04.02.2000,BLB0043,29.09.2003,Pašvaldības iestāde,,,,,,,,,,,,,,,173.00000000,50,682,368,314.00000000,10213.00000000,5710,4503,,,8974.00000000,6750,,1136.00000000,2527.00000000,38391.00000000,Jā,ALISE,,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,Latviešu valoda,,,,7,4,,,
Jelgavas 1. internātpamatskolas - attīstības centra bibliotēka,LV-BIB-012694,"Institūta iela 4, Jelgava, LV-3004",56.66378,23.74667,279990,484472,Bibliotēkas,Jā,Ligita Vecuma- Veco,2823901097,11.03.2005,BLB1009,15.03.2004,Pašvaldības iestāde,3002,09.12.2014,10.12.2020,1961,,,,Pašvaldības īpašums,1961,,,,Jā,,60.00000000,20,331,135,196.00000000,4819.00000000,658,4161,,,5501.00000000,4104,,222.00000000,267.00000000,8337.00000000,Jā,ALISE,,0.00000000,1.00000000,,1.00000000,1.00000000,,,,,,9,,,
Jelgavas 2. internātpamatskolas bibliotēka,LV-BIB-012693,"Filozofu iela 50, Jelgava, LV-3001",56.64246,23.70048,277629,481631,Bibliotēkas,Jā,Evita Arčugova,2823901005,25.04.2005,BLB1160,02.04.2004,Pašvaldības iestāde,1977,,,,,,,,,,,,,,163.12000000,15,,,0.00000000,0.00000000,,,,,0.00000000,,,0.00000000,0.00000000,9589.00000000,,ALISE,,0.00000000,3.00000000,,1.00000000,,,,,,,,,,
Jelgavas 2. pamatskolas bibliotēka,LV-BIB-012683,"Sarmas iela 2, Jelgava, LV-3001",56.64565,23.70904,277981,482157,Bibliotēkas,Jā,Gundega Zēgnere," 281200143  ",29.12.1999,BLB1163,02.04.2004,Pašvaldības iestāde,3270,09.05.2016,08.05.2022,1979,,Pamatizglītības mazākumtautību programma.;Pirmsskolas izglītības mazākumtautību programma.;Speciālās pamatizglītības mazākumtautību programma izglītojamajiem ar mācīšanās traucējumiem.,,Pašvaldības īpašums,1967,,20000.00000000,,,Jā,71.00000000,23,,,0.00000000,0.00000000,,,,,0.00000000,,,0.00000000,0.00000000,38176.00000000,,ALISE,,0.00000000,2.00000000,2.00000000,1.00000000,,Latviešu valoda;Krievu valoda,,,,,,,,
Jelgavas 3.sākumskolas bibliotēka,LV-BIB-012685,"Uzvaras iela 10, Jelgava, LV-3001",56.65506,23.72405,279025,483082,Bibliotēkas,Jā,,281900144,29.12.1999,BLB1923,19.06.2007,Pašvaldības iestāde,8262,19.04.2014,02.04.2020,1994,,,,Pašvaldības īpašums,1958,,,,,Jā,60.00000000,20,652,600,52.00000000,2780.00000000,249,2531,,,8922.00000000,8210,,1555.00000000,2563.00000000,19319.00000000,Jā,ALISE,,0.00000000,1.00000000,,,,,,,,5,3,,,
